# LWT-PWN is the IDS/LWT concept list linked to Princeton WordNet 3.0 word sense identifiers.
#
# by Lars Borin
#
# version 1.0
# 2015-03-31
# 
# License: CC-BY 4.0 International <https://creativecommons.org/licenses/by/4.0/>
# 
# If you use this dataset or derivatives of it in publications,
# please cite:
#
# Lars Borin, Bernard Comrie, Anju Saxena 2013. The Intercontinental Dictionary Series –
# a rich and principled database for language comparison. In Lars Borin and Anju Saxena (eds.),
# Approaches to Measuring Linguistic Differences. De Gruyter Mouton. 285–302.
#
# @incollection{Borin-Lars2013-26,
#	title		= "The {I}ntercontinental {D}ictionary {S}eries -- a rich and principled database for language comparison",
#	booktitle	= "Approaches to Measuring Linguistic Differences",
#	author		= "Borin, Lars and Comrie, Bernard and Saxena, Anju",
#	editor		= {Borin, Lars and Saxena, Anju},
#	year		= "2013",
#	publisher	= "De Gruyter Mouton",
#	address		= "Berlin",
#	pages		= "285--302"
# }
#
# Data format:
# <IDS/LWT concept ID>tab<English gloss>tab<relation>tab<PWN word sense ID>tab<PWN definition>
# 
# <relation> is one of
# ss : synonym
# iu : hyponym/subordinate/narrower (A iu B = 'A is a hyponym of B')
# ui : hyperonym/superordinate/broader (A ui B = 'A is a hyperonym of B')
# Mappings to SALDO senses are not disambiguated in this version. Alternatives are separated by ":".
#
#
S04.850	the wound or sore	ui	wound%1:26:00::	an injury to living tissue (especially an injury involving a cut or break in the skin)
S04.850	the wound or sore	ui	sore%1:26:00::	an open skin infection
S04.852	the bruise	ss	bruise%1:26:00::	an injury that doesn't break the skin but results in some discoloration
S04.853	the swelling	ss	swelling%1:26:00::	an abnormal protuberance or localized enlargement
S04.854	the itch	ss	itch%1:09:00::	an irritating cutaneous sensation that produces a desire to scratch
S04.8541	to scratch	ss	scratch%2:39:00::	scrape or rub as if to relieve itching; "Don't scratch your insect bites!"
S04.855	the blister	ss	blister%1:08:00::	(pathology) an elevation of the skin filled with serous fluid
S04.856	the boil	ss	boil%1:26:00::	a painful sore with a hard core filled with pus
S04.857	the pus	ss	pus%1:08:00::	a fluid product of inflammation
S04.858	the scar	ss	scar%1:26:00::	a mark left (usually on the skin) by the healing of injured tissue
S04.860	to cure	ss	cure%2:29:00::	provide a cure for, make healthy again; "The treatment cured the boy's acne"; "The quack pretended to heal patients but never managed to"
S04.870	the physician	ss	physician%1:18:00::	a licensed medical practitioner; "I felt so bad I went to see my doctor"
S04.880	the medicine	ss	medicine%1:06:00::	(medicine) something that treats or prevents or alleviates the symptoms of disease
S04.890	the poison	ss	poison%1:27:00::	any substance that causes injury or illness or death of a living organism
S04.910	tired	ss	tired%3:00:00::	depleted of strength or energy; "tired mothers with crying babies"; "too tired to eat"
S04.912	to rest	ss	rest%2:29:00::	be at rest
S04.920	lazy	ss	lazy%5:00:00:idle:00	disinclined to work or exertion; "faineant kings under whose rule the country languished"; "an indolent hanger-on"; "too lazy to wash the dishes"; "shiftless idle youth"; "slothful employees"; "the unemployed are not necessarily work-shy"
S04.930	bald	ss	bald%5:00:00:hairless:00	lacking hair on all or most of the scalp; "a bald pate"; "a bald-headed gentleman"
S04.940	lame	ss	lame%5:00:01:unfit:01	disabled in the feet or legs; "a crippled soldier"; "a game leg"
S04.950	deaf	ss	deaf%3:00:00::	lacking or deprived of the sense of hearing wholly or in part
S04.960	mute	ss	mute%5:00:01:inarticulate:00	unable to speak because of hereditary deafness
S04.970	blind	ss	blind%3:00:00::	unable to see; "a person is blind to the extent that he must devise alternative techniques to do efficiently those things he would do with sight if he had normal vision"--Kenneth Jernigan
S04.980	drunk	ss	drunk%3:00:00::	stupefied or excited by a chemical substance (especially alcohol); "a noisy crowd of intoxicated sailors"; "helplessly inebriated"
S04.990	naked	ss	naked%5:00:00:unclothed:00	completely unclothed; "bare bodies"; "naked from the waist up"; "a nude model"
S05.110	to eat	ss	eat%2:34:00::	take in solid food; "She was eating a banana"; "What did you eat for dinner last night?"
S05.120	the food	ss	food%1:13:00::	any solid substance (as opposed to liquid) that is used as a source of nourishment; "food and drink"
S05.121	cooked	ss	cooked%3:00:00::	having been prepared for eating by the application of heat
S05.122	raw	ss	raw%3:00:00::	not treated with heat to prepare it for eating
S05.123	ripe	ss	ripe%3:00:00::	fully developed or matured and ready to be eaten or used; "ripe peaches"; "full-bodied mature wines"
S05.124	unripe	ss	unripe%3:00:00::	not fully developed or mature; not ripe; "unripe fruit"; "fried green tomatoes"; "green wood"
S05.125	rotten	ss	rotten%5:00:00:stale:00	having decayed or disintegrated; usually implies foulness; "dead and rotten in his grave"
S05.130	to drink	ss	drink%2:34:00::	take in liquids; "The patient must drink several liters each day"; "The children like to drink soda"
S05.141	the famine	ss	famine%1:11:00::	a severe shortage of food (as through crop failure) resulting in violent hunger and starvation and death
S05.160	to suck	ss	suck%2:34:04::	draw into the mouth by creating a practical vacuum in the mouth; "suck the poison from the place where the snake bit"; "suck on a straw"; "the baby sucked on the mother's breast"
S05.180	to chew	ss	chew%2:34:00::	chew (food); to bite and grind with the teeth; "He jawed his bubble gum"; "Chew your food and don't swallow it!"; "The cows were masticating the grass"
S05.181	to swallow	ss	swallow%2:34:00::	pass through the esophagus as part of eating or drinking; "Swallow the raw fish--it won't kill you!"
S05.190	to choke	ss	choke%2:29:04::	constrict (someone's) throat and keep from breathing
S05.210	to cook	ss	cook%2:36:00::	prepare for eating by applying heat; "Cook me dinner, please"; "can you make me an omelette?"; "fix breakfast for the guests, please"
S05.220	to boil	ss	boil%2:30:01::	come to the boiling point and change from a liquid to vapor; "Water boils at 100 degrees Celsius"
S05.230	to roast or fry	ui	roast%2:30:00::	cook with dry heat, usually in an oven; "roast the turkey"
S05.230	to roast or fry	ui	fry%2:30:00::	cook on a hot surface using fat; "fry the pancakes"
S05.240	to bake	ss	bake%2:36:00::	prepare with dry heat in an oven; "bake a cake"
S05.250	the oven	ss	oven%1:06:00::	kitchen appliance used for baking or roasting
S05.260	the pot	ss	pot%1:06:00::	metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid
S05.270	the kettle	ss	kettle%1:06:00::	a metal pot for stewing or boiling; usually has a lid
S05.280	the pan	ss	pan%1:06:01::	cooking utensil consisting of a wide metal vessel
S05.310	the dish	ss	dish%1:06:00::	a piece of dishware normally used as a container for holding or serving food; "we gave them a set of dishes for a wedding present"
S05.320	the plate	ss	plate%1:06:00::	dish on which food is served or from which food is eaten
S05.330	the bowl	ss	bowl%1:06:01::	a round vessel that is open at the top; used chiefly for holding food or liquids;
S05.340	the jug/pitcher	ui	jug%1:06:00::	a large bottle with a narrow mouth
S05.340	the jug/pitcher	ui	pitcher%1:06:00::	an open vessel with a handle and a spout for pouring
S05.350	the cup	ss	cup%1:06:00::	a small open container usually used for drinking; usually has a handle; "he put the cup back in the saucer"; "the handle of the cup was missing"
S05.360	the saucer	ss	saucer%1:06:00::	a small shallow dish for holding a cup at the table
S05.370	the spoon	ss	spoon%1:06:00::	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food
S05.380	the knife(1)	ss	knife%1:06:00::	edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle
S05.390	the fork	ss	fork%1:06:00::	cutlery used for serving and eating food
S05.391	the tongs	ss	tongs%1:06:00::	any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below
S05.410	the meal	ss	meal%1:13:00::	the food served and eaten at one time
S05.420	the breakfast	ss	breakfast%1:13:00::	the first meal of the day (usually in the morning)
S05.430	the lunch	ss	lunch%1:13:00::	a midday meal
S05.440	the dinner	ss	dinner%1:13:00::	the main meal of the day served in the evening or at midday; "dinner will be at 8"; "on Sundays they had a large dinner when they returned from church"
S05.450	the supper	ss	supper%1:13:00::	a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime
S05.460	to peel	ss	peel%2:35:00::	strip the skin off; "pare apples"
S05.470	to sieve or to strain	ui	sieve%2:35:00::	separate by passing through a sieve or other straining device to separate out coarser elements; "sift the flour"
S05.470	to sieve or to strain	ui	strain%2:35:01::	separate by passing through a sieve or other straining device to separate out coarser elements; "sift the flour"
S05.480	to scrape	ss	scrape%2:35:00::	scratch repeatedly; "The cat scraped at the armchair"
S05.490	to stir or to mix	ui	stir%2:35:04::	mix or add by stirring; "Stir nuts into the dough"	stir%2:38:01::	move an implement through; "stir the soup"; "stir my drink"; "stir the soil"
S05.490	to stir or to mix	ui	mix%2:30:01::	add as an additional element or part; "mix water into the drink"
S05.510	the bread	ss	bread%1:13:00::	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked
S05.530	the dough	ss	dough%1:13:00::	a flour mixture stiff enough to knead or roll
S05.540	to knead	ss	knead%2:35:00::	make uniform; "knead dough"; "work the clay until it is soft"
S05.550	the flour	ss	flour%1:13:00::	fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain
S05.560	to crush or to grind	ui	crush%2:30:00::	break into small pieces; "The car crushed the toy"
S05.560	to crush or to grind	ui	grind%2:30:00::	reduce to small pieces or particles by pounding or abrading; "grind the spices in a mortar"; "mash the garlic"
S05.570	the mill	ss	mill%1:06:00::	machinery that processes materials by grinding or crushing
S05.580	the mortar(1)	ss	mortar%1:06:01::	a bowl-shaped vessel in which substances can be ground and mixed with a pestle
S05.590	the pestle	ss	pestle%1:06:00::	a club-shaped hand tool for grinding and mixing substances in a mortar
S05.610	the meat	ss	meat%1:13:01::	the flesh of animals (including fishes and birds and snails) used as food
S05.630	the sausage	ss	sausage%1:13:00::	highly seasoned minced meat stuffed in casings
S05.640	the soup	ss	soup%1:13:00::	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
S05.650	the vegetables	ss	vegetable%1:13:00::	edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant
S05.660	the bean	ss	bean%1:13:00::	any of various edible seeds of plants of the family Leguminosae used for food
S05.700	the potato	ss	potato%1:13:00::	an edible tuber native to South America; a staple food of Ireland
S05.710	the fruit	ss	fruit%1:20:00::	the ripened reproductive body of a seed plant
S05.712	the bunch	ss	bunch%1:14:00::	a grouping of a number of similar things; "a bunch of trees"; "a cluster of admirers"
S05.750	the fig	ss	fig%1:13:00::	fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried
S05.760	the grape	ss	grape%1:13:00::	any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters
S05.770	the nut	ss	nut%1:20:00::	usually large hard-shelled seed
S05.780	the olive	ss	olive%1:20:01::	small ovoid fruit of the European olive tree; important food and source of oil
S05.790	the oil	ss	oil%1:27:00::	a slippery or viscous liquid or liquefiable substance not miscible with water
S05.791	the grease or fat	ui	grease%1:27:00::	a thick fatty oil (especially one used to lubricate machinery)
S05.791	the grease or fat	ui	fat%1:27:00::	a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides); "pizza has too much fat"
S05.810	the salt	ss	salt%1:13:00::	white crystalline form of especially sodium chloride used to season and preserve food
S05.820	the pepper	ss	pepper%1:13:01::	pungent seasoning from the berry of the common pepper plant of East India; use whole or ground
S05.821	the chili pepper	ss	chili_pepper%1:13:00::	very hot and finely tapering pepper of special pungency
S05.840	the honey	ss	honey%1:13:00::	a sweet yellow liquid produced by bees
S05.850	the sugar	ss	sugar%1:13:00::	a white crystalline carbohydrate used as a sweetener and preservative
S05.860	the milk	ss	milk%1:13:01::	a white nutritious liquid secreted by mammals and used as food by human beings
S05.870	to milk	ss	milk%2:30:00::	take milk from female mammals; "Cows need to be milked every morning"
S05.880	the cheese	ss	cheese%1:13:00::	a solid food prepared from the pressed curd of milk
S05.890	the butter	ss	butter%1:13:00::	an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
S05.900	the drink	ss	drink%1:13:00::	any liquid suitable for drinking; "may I take your beverage order?"
S05.910	the mead	ss	mead%1:13:00::	made of fermented honey and water
S05.920	the wine	ss	wine%1:13:00::	fermented juice (of grapes especially)
S05.930	the beer	ss	beer%1:13:00::	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops
S05.970	the egg	ss	egg%1:13:00::	oval reproductive body of a fowl (especially a hen) used as food
S05.971	the yolk	ss	yolk%1:13:00::	the yellow spherical part of an egg that is surrounded by the albumen
S06.110	to put on	ss	put_on%2:29:00::	put clothing on one's body; "What should I wear today?"; "He put on his best suit for the wedding"; "The princess donned a long blue dress"; "The queen assumed the stately robes"; "He got into his jeans"
S06.120	the clothing or clothes	ui	clothing%1:06:00::	a covering designed to be worn on a person's body
S06.120	the clothing or clothes	ui	clothes%1:06:00::	clothing in general; "she was refined in her choice of apparel"; "he always bought his clothes at the same store"; "fastidious about his dress"
S06.130	the tailor	ss	tailor%1:18:00::	a person whose occupation is making and altering garments
S06.210	the cloth	ss	cloth%1:06:00::	artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; "the fabric in the curtains was light and semitransparent"; "woven cloth originated in Mesopotamia around 5000 BC"; "she measured off enough material for a dress"
S06.220	the wool	ss	wool%1:27:00::	fiber sheared from animals (such as sheep) and twisted into yarn for weaving
S06.230	the linen	ss	linen%1:06:01::	a fabric woven with fibers from the flax plant
S06.240	the cotton	ss	cotton%1:06:00::	fabric woven from cotton fibers
S06.250	the silk	ss	silk%1:06:00::	a fabric made from the fine threads produced by certain insect larvae
S06.270	the felt	ss	felt%1:06:00::	a fabric made of compressed matted animal fibers
S06.280	the fur	ui	fur%1:27:00::	the dressed hairy coat of a mammal
S06.280	the fur	ui	fur%1:06:00::	a garment made of the dressed hairy coat of a mammal
S06.290	the leather	ss	leather%1:27:00::	an animal skin made smooth and flexible by removing the hair and then tanning
S06.310	to spin	ss	spin%2:35:00::	work natural fibers into a thread; "spin silk"
S06.320	the spindle	ss	spindle%1:06:00::	a stick or pin used to twist the yarn in spinning
S06.330	to weave	ss	weave%2:36:00::	create a piece of cloth by interlacing strands of fabric, such as wool or cotton; "tissue textiles"
S06.340	the loom	ss	loom%1:06:00::	a textile machine for weaving yarn into a textile
S06.350	to sew	ss	sew%2:35:00::	fasten by sewing; do needlework
S06.360	the needle(1)	ss	needle%1:06:00::	a sharp pointed implement (usually steel)
S06.370	the awl	ss	awl%1:06:00::	a pointed tool for marking surfaces or for punching small holes
S06.380	the thread	ss	thread%1:06:00::	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
S06.390	to dye	ss	dye%2:30:00::	color with dye; "Please dye these shoes"
S06.410	the cloak	ss	cloak%1:06:00::	a loose outer garment
S06.411	the poncho	ss	poncho%1:06:00::	a blanket-like cloak with a hole in the center for the head
S06.420	the (woman's) dress	ss	dress%1:06:00::	a one-piece garment for a woman; has skirt and bodice
S06.430	the coat	ss	coat%1:06:00::	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
S06.440	the shirt	ss	shirt%1:06:00::	a garment worn on the upper half of the body
S06.450	the collar	ss	collar%1:06:00::	a band that fits around the neck and is usually folded over
S06.460	the skirt	ss	skirt%1:06:00::	a garment hanging from the waist; worn mainly by girls and women
S06.461	the grass-skirt	ss	grass_skirt%1:06:00::	a skirt made of long blades of grass
S06.480	the trousers	ss	trouser%1:06:00::	(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately; "he had a sharp crease in his trousers"
S06.490	the sock or stocking	ui	sock%1:06:00::	hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee
S06.490	the sock or stocking	ui	stocking%1:06:00::	close-fitting hosiery to cover the foot and leg; come in matched pairs (usually used in the plural)
S06.510	the shoe	ss	shoe%1:06:00::	footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material
S06.520	the boot	ss	boot%1:06:00::	footwear that covers the whole foot and lower leg
S06.540	the shoemaker	ss	shoemaker%1:18:00::	a person who makes or repairs shoes
S06.550	the hat or cap	ui	hat%1:06:00::	headdress that protects the head from bad weather; has shaped crown and usually a brim
S06.550	the hat or cap	ui	cap%1:06:00::	a tight-fitting headdress
S06.570	the belt	ss	belt%1:06:00::	a band to tie or buckle around the body (usually at the waist)
S06.580	the glove	ss	glove%1:06:00::	handwear: covers the hand and wrist
S06.590	the veil	ss	veil%1:06:00::	a garment that covers the head and face
S06.610	the pocket	ss	pocket%1:06:00::	a small pouch inside a garment for carrying small articles
S06.620	the button	ss	button%1:06:00::	a round fastener sewn to shirts and coats etc to fit through buttonholes
S06.630	the pin	ui	pin%1:06:00::	a small slender (often pointed) piece of wood or metal used to support or fasten or attach things
S06.630	the pin	ui	straight_pin%1:06:00::	pin consisting of a short straight stiff piece of wire with a pointed end; used to fasten pieces of cloth or paper together
S06.710	the ornament or adornment	ui	ornament%1:06:00::	something used to beautify
S06.710	the ornament or adornment	ui	adornment%1:06:00::	a decoration of color or interest that is added to relieve plainness
S06.720	the jewel	ss	jewel%1:06:00::	a precious or semiprecious stone incorporated into a piece of jewelry
S06.730	the ring	ss	ring%1:06:00::	jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger; "she had rings on every finger"; "he noted that she wore a wedding band"
S06.740	the bracelet	ss	bracelet%1:06:00::	jewelry worn around the wrist for decoration
S06.750	the necklace	ss	necklace%1:06:00::	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)
S06.760	the bead	ss	bead%1:06:00::	a small ball with a hole through the middle
S06.770	the earring	ss	earring%1:06:00::	jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe
S06.780	the headband or headdress	ui	headband%1:06:00::	a band worn around or over the head; "the earphones were held in place by a headband"
S06.780	the headband or headdress	ui	headdress%1:06:00::	clothing for the head
S06.790	the tattoo	ss	tattoo%1:06:00::	a design on the skin made by tattooing
S06.810	the handkerchief or rag	ui	handkerchief%1:06:00::	a square piece of cloth used for wiping the eyes or nose or as a costume accessory
S06.810	the handkerchief or rag	ui	rag%1:06:00::	a small piece of cloth or paper
S06.820	the towel	ss	towel%1:06:00::	a rectangular piece of absorbent cloth (or paper) for drying or wiping
S06.910	the comb	ss	comb%1:06:00::	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair
S06.920	the brush	ss	brush%1:06:00::	an implement that has hairs or bristles firmly set into a handle
S06.921	the plait/braid	ui	plait%1:08:00::	a hairdo formed by braiding or twisting the hair
S06.921	the plait/braid	ui	braid%1:08:00::	a hairdo formed by braiding or twisting the hair
S06.930	the razor	ss	razor%1:06:00::	edge tool used in shaving
S06.940	the ointment	ss	ointment%1:06:00::	semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation
S06.950	the soap	ss	soap%1:06:00::	a cleansing agent made from the salts of vegetable or animal fats
S06.960	the mirror	ss	mirror%1:06:00::	polished surface that forms images by reflecting light
S06.9800	the snowshoe	ss	snowshoe%1:06:00::	a device to help you walk on deep snow; a lightweight frame shaped like a racquet is strengthened with cross pieces and contains a network of thongs; one is worn on each foot
S07.110	to live	ss	live%2:42:08::	inhabit or live in; be an inhabitant of; "People lived in Africa millions of years ago"; "The people inhabited the islands that are now deserted"; "this kind of fish dwells near the bottom of the ocean"; "deer are populating the woods"
S07.120	the house	ss	house%1:06:00::	a dwelling that serves as living quarters for one or more families; "he has a house on Cape Cod"; "she felt she had to get out of the house"
S07.130	the hut	ss	hut%1:06:00::	small crude shelter used as a dwelling
S07.140	the tent	ss	tent%1:06:00::	a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); "he pitched his tent near the creek"
S07.150	the yard or court	ui	yard%1:06:02::	the enclosed land around a house or other building; "it was a small house with almost no yard"
S07.150	the yard or court	ui	court%1:06:00::	an area wholly or partly surrounded by walls or buildings; "the house was built around an inner court"
S07.170	the cookhouse	ss	cookhouse%1:06:01::	a detached or outdoor shelter for cooking; "the circus used a tent as their cookhouse"
S07.180	the meeting house	ss	meetinghouse%1:06:00::	a building for religious assembly (especially Nonconformists, e.g., Quakers)
S07.210	the room	ss	room%1:06:00::	an area within a building enclosed by walls and floor and ceiling; "the rooms were very small but they had a nice view"
S07.220	the door or gate	ui	door%1:06:00::	a swinging or sliding barrier that will close the entrance to a room or building or vehicle; "he knocked on the door"; "he slammed the door as he left"
S07.220	the door or gate	ui	gate%1:06:00::	a movable barrier in a fence or wall
S07.221	the doorpost	ss	doorpost%1:06:00::	a jamb for a door
S07.230	the lock	ss	lock%1:06:00::	a fastener fitted to a door or drawer to keep it firmly closed
S07.231	the latch or door-bolt	ui	latch%1:06:00::	catch for fastening a door or gate; a bar that can be lowered or slid into a groove
S07.231	the latch or door-bolt	ui	bolt%1:06:01::	the part of a lock that is engaged or withdrawn with a key
S07.2320	the padlock	ss	padlock%1:06:00::	a detachable lock; has a hinged shackle that can be passed through the staple of a hasp or the links in a chain and then snapped shut
S07.240	the key	ss	key%1:06:00::	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated
S07.250	the window	ss	window%1:06:00::	a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
S07.260	the floor	ss	floor%1:06:00::	the inside lower horizontal surface (as of a room, hallway, tent, or other structure); "they needed rugs to cover the bare floors"; "we spread our sleeping bags on the dry floor of the tent"
S07.270	the wall	ss	wall%1:06:00::	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; "the south wall had a small window"; "the walls were covered with pictures"
S07.310	the fireplace	ss	fireplace%1:06:01::	an open recess in a wall at the base of a chimney where a fire can be built; "the fireplace was so large you could walk inside it"; "he laid a fire in the hearth and lit it"; "the hearth was black with the charcoal of many fires"
S07.320	the stove	ss	stove%1:06:01::	a kitchen appliance used for cooking food; "dinner was already on the stove"
S07.330	the chimney	ss	chimney%1:06:00::	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building
S07.370	the ladder	ss	ladder%1:06:00::	steps consisting of two parallel members connected by rungs; for climbing up or down
S07.420	the bed	ss	bed%1:06:00::	a piece of furniture that provides a place to sleep; "he sat on the edge of the bed"; "the room had only a bed and chair"
S07.421	the pillow	ss	pillow%1:06:00::	a cushion to support the head of a sleeping person
S07.422	the blanket	ss	blanket%1:06:00::	bedding that keeps a person warm in bed; "he pulled the covers over his head and went to sleep"
S07.430	the chair	ss	chair%1:06:00::	a seat for one person, with a support for the back; "he put his coat over the back of the chair and sat down"
S07.440	the table	ss	table%1:06:01::	a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; "it was a sturdy table"
S07.450	the lamp or torch	ui	lamp%1:06:00::	an artificial source of visible illumination
S07.450	the lamp or torch	ui	torch%1:06:02::	a light usually carried in the hand; consists of some flammable substance
S07.460	the candle	ss	candle%1:06:00::	stick of wax with a wick in the middle
S07.470	the shelf	ss	shelf%1:06:00::	a support that consists of a horizontal surface for holding objects
S07.480	the trough	ss	trough%1:06:01::	a container (usually in a barn or stable) from which cattle or horses feed
S07.510	the roof	ss	roof%1:06:00::	a protective covering that covers or forms the top of a building
S07.520	the thatch	ss	thatch%1:27:00::	plant stalks used as roofing material
S07.530	the ridgepole	ss	ridgepole%1:06:00::	a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters
S07.540	the rafter	ss	rafter%1:06:00::	one of several parallel sloping beams that support a roof
S07.550	the beam	ss	beam%1:06:00::	long thick piece of wood or metal or concrete, etc., used in construction
S07.560	the post or pole	ui	post%1:06:00::	an upright consisting of a piece of timber or metal fixed firmly in an upright position; "he set a row of posts in the ground and strung barbwire between them"
S07.560	the post or pole	ui	pole%1:06:00::	a long (usually round) rod of wood or metal or plastic
S07.570	the board	ss	board%1:27:00::	a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
S07.580	the arch	ss	arch%1:06:00::	(architecture) a masonry construction (usually curved) for spanning an opening and supporting the weight above it
S07.610	the mason	ss	mason%1:18:00::	a craftsman who works with stone or brick
S07.620	the brick	ss	brick%1:06:00::	rectangular block of clay baked by the sun or in a kiln; used as a building or paving material
S07.630	the mortar(2)	ss	mortar%1:27:00::	used as a bond in masonry or for covering a wall
S07.640	the adobe	ss	adobe%1:06:00::	sun-dried brick; used in hot dry climates
S07.6500	the camp	ss	camp%1:06:01::	temporary lodgings in the country for travelers or vacationers; "level ground is best for parking and camp areas"
S07.6600	the hammock	ss	hammock%1:06:00::	a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily
S07.6700	to tan	ss	tan%2:30:00::	treat skins and hides with tannic acid so as to convert them into leather
S08.110	the farmer	ss	farmer%1:18:00::	a person who operates a farm
S08.120	the field	ss	field%1:15:00::	a piece of land cleared of trees and usually enclosed; "he planted a field of wheat"
S08.1210	the paddy	ss	paddy%1:15:00::	an irrigated or flooded field where rice is grown
S08.130	the garden	ui	garden%1:06:00::	a plot of ground where plants are cultivated
S08.130	the garden	ui	garden%1:06:01::	a yard or lawn adjoining a house
S08.150	to cultivate	ss	cultivate%2:36:01::	prepare for crops; "Work the soil"; "cultivate the land"
S08.160	the fence	ss	fence%1:06:00::	a barrier that serves to enclose an area
S08.170	the ditch	ss	ditch%1:06:00::	a long narrow excavation in the earth
S08.210	to plough/plow	ui	plough%2:36:00::	to break and turn over earth especially with a plow; "Farmer Jones plowed his east field last week"; "turn the earth in the Spring"
S08.210	to plough/plow	ui	plow%2:36:00::	to break and turn over earth especially with a plow; "Farmer Jones plowed his east field last week"; "turn the earth in the Spring"
S08.212	the furrow	ss	furrow%1:06:00::	a long shallow trench in the ground (especially one made by a plow)
S08.220	to dig	ss	dig%2:35:00::	turn up, loosen, or remove earth; "Dig we must"; "turn over the soil for aeration"
S08.230	the spade	ss	spade%1:06:00::	a sturdy hand shovel that can be pushed into the earth with the foot
S08.240	the shovel	ss	shovel%1:06:00::	a hand tool for lifting loose material; consists of a curved container or scoop and a handle
S08.250	the hoe	ss	hoe%1:06:00::	a tool with a flat blade attached at right angles to a long handle
S08.260	the fork(2)/pitchfork	ui	fork%1:06:02::	an agricultural tool used for lifting or digging; has a handle and metal prongs
S08.260	the fork(2)/pitchfork	ui	pitchfork%1:06:00::	a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay
S08.270	the rake	ss	rake%1:06:00::	a long-handled tool with a row of teeth at its head; used to move leaves or loosen soil
S08.2900	the lasso	ss	lasso%1:06:00::	a long noosed rope used to catch animals
S08.310	to sow	ss	sow%2:35:00::	place (seeds) in or on the ground for future growth; "She sowed sunflower seeds"
S08.311	the seed	ss	seed%1:20:02::	a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa
S08.320	to mow	ss	mow%2:35:00::	cut with a blade or mower; "mow the grass"
S08.330	the sickle or scythe	ui	sickle%1:06:00::	an edge tool for cutting grass or crops; has a curved blade and a short handle
S08.330	the sickle or scythe	ui	scythe%1:06:00::	an edge tool for cutting grass; has a long handle that must be held with both hands and a curved blade that moves parallel to the ground
S08.340	to thresh	ss	thresh%2:35:01::	beat the seeds out of a grain
S08.350	the threshing-floor	ss	threshing_floor%1:06:00::	a floor or ground area for threshing or treading out grain
S08.410	the harvest	ss	harvest%1:20:00::	the yield from plants in a single growing season
S08.420	the grain	ss	grain%1:20:01::	a cereal grass; "wheat is a grain that is grown in Kansas"
S08.430	the wheat	ss	wheat%1:20:00::	annual or biennial grass having erect flower spikes and light brown grains
S08.440	the barley	ss	barley%1:20:00::	cultivated since prehistoric times; grown for forage and grain
S08.450	the rye	ss	rye%1:20:00::	hardy annual cereal grass widely cultivated in northern Europe where its grain is the chief ingredient of black bread and in North America for forage and soil improvement
S08.460	the oats	ss	oat%1:20:00::	annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats')
S08.470	the maize/corn	ui	maize%1:20:00::	tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times
