# LWT-PWN is the IDS/LWT concept list linked to Princeton WordNet 3.0 word sense identifiers.
#
# by Lars Borin
#
# version 1.0
# 2015-03-31
# 
# License: CC-BY 4.0 International <https://creativecommons.org/licenses/by/4.0/>
# 
# If you use this dataset or derivatives of it in publications,
# please cite:
#
# Lars Borin, Bernard Comrie, Anju Saxena 2013. The Intercontinental Dictionary Series –
# a rich and principled database for language comparison. In Lars Borin and Anju Saxena (eds.),
# Approaches to Measuring Linguistic Differences. De Gruyter Mouton. 285–302.
#
# @incollection{Borin-Lars2013-26,
#	title		= "The {I}ntercontinental {D}ictionary {S}eries -- a rich and principled database for language comparison",
#	booktitle	= "Approaches to Measuring Linguistic Differences",
#	author		= "Borin, Lars and Comrie, Bernard and Saxena, Anju",
#	editor		= {Borin, Lars and Saxena, Anju},
#	year		= "2013",
#	publisher	= "De Gruyter Mouton",
#	address		= "Berlin",
#	pages		= "285--302"
# }
#
# Data format:
# <IDS/LWT concept ID>tab<English gloss>tab<relation>tab<PWN word sense ID>tab<PWN definition>
# 
# <relation> is one of
# ss : synonym
# iu : hyponym/subordinate/narrower (A iu B = 'A is a hyponym of B')
# ui : hyperonym/superordinate/broader (A ui B = 'A is a hyperonym of B')
# Mappings to SALDO senses are not disambiguated in this version. Alternatives are separated by ":".
#
#
S10.120	to turn	ss	turn%2:38:02::	cause to move around or rotate; "turn a key"; "turn your palm this way"
S10.130	to turn around	ss	turn_around%2:38:00::	turn abruptly and face the other way, either physically or metaphorically; "He turned around to face his opponent"; "My conscience told me to turn around before I made a mistake"
S10.140	to wrap	ss	wrap%2:35:02::	arrange or or coil around; "roll your hair around your finger"; "Twine the thread around the spool"; "She wrapped her arms around the child"
S10.150	to roll	ss	roll%2:38:11::	cause to move by turning over or in a circular manner of as if on an axis; "She rolled the ball"; "They rolled their eyes at his words"
S10.160	to drop	ss	drop%2:38:01::	let fall to the ground; "Don't drop the dishes"
S10.170	to twist	ss	twist%2:30:00::	form into twists; "Twist the strips of dough"
S10.210	to rise	ss	rise%2:38:00::	move upward; "The fog lifted"; "The smoke arose from the forest fire"; "The mist uprose from the meadows"
S10.220	to raise or lift	ui	raise%2:38:00::	raise from a lower to a higher position; "Raise your hands"; "Lift a load"
S10.220	to raise or lift	ui	lift%2:38:00::	raise from a lower to a higher position; "Raise your hands"; "Lift a load"
S10.230	to fall	ss	fall%2:38:03::	descend in free fall under the influence of gravity; "The branch fell from the tree"; "The unfortunate hiker fell into a crevasse"
S10.240	to drip	ss	drip%2:38:00::	fall in drops; "Water is dripping from the faucet"
S10.250	to throw	ui	throw%2:35:00::	propel through the air; "throw a frisbee"
S10.250	to throw	ui	cast%2:35:00::	throw forcefully
S10.250	to throw	ui	toss%2:35:04::	throw or toss with a light motion; "flip me the beachball"; "toss me newspaper"
S10.252	to catch	ss	catch%2:35:00::	take hold of so as to seize or restrain or stop the motion of; "Catch the ball!"; "Grab the elevator door!"
S10.260	to shake	ss	shake%2:30:01::	shake%2:38:00::	move or cause to move back and forth; "The chemist shook the flask vigorously"; "My hands were shaking"
S10.320	to flow	ss	flow%2:38:00::	move along, of liquids; "Water flowed into the cave"; "the Missouri feeds into the Mississippi"
S10.330	to sink	ss	sink%2:38:01::	fall or descend to a lower place or level; "He sank to his knees"
S10.340	to float	ss	float%2:38:01::	be afloat either on or below a liquid surface and not sink to the bottom
S10.350	to swim	ss	swim%2:38:00::	travel through water; "We had to swim for 20 minutes to reach the shore"; "a big fish was swimming in the tank"
S10.351	to dive	ss	dive%2:38:01::	swim under water; "the children enjoyed diving and looking for shells"
S10.352	to splash	ss	splash%2:35:01::	cause (a liquid) to spatter about, especially with force; "She splashed the water around her"
S10.360	to sail	ss	sail%2:38:00::	travel on water propelled by wind; "I love sailing, especially on the open sea"; "the ship sails on"
S10.370	to fly	ss	fly%2:38:00::	travel through the air; be airborne; "Man cannot fly"
S10.380	to blow	ss	blow%2:43:00::	be blowing or storming; "The wind blew from the West"
S10.410	to crawl	ss	crawl%2:38:00::	move slowly; in the case of people or animals with the body near the ground; "The crocodile was crawling along the riverbed"
S10.412	to kneel	ss	kneel%2:35:00::	rest one's weight on one's knees; "In church you have to kneel during parts of the service"
S10.413	to crouch	ss	crouch%2:35:00::	sit on one's heels; "In some cultures, the women give birth while squatting"; "The children hunkered down to protect themselves from the sandstorm"
S10.420	to slide or slip	ui	slide%2:38:01::	move obliquely or sideways, usually in an uncontrolled manner; "the wheels skidded against the sidewalk"
S10.420	to slide or slip	ui	slip%2:38:00::	move obliquely or sideways, usually in an uncontrolled manner; "the wheels skidded against the sidewalk"
S10.430	to jump	ss	jump%2:38:00::	move forward by leaps and bounds; "The horse bounded across the meadow"; "The child leapt across the puddle"; "Can you jump over the fence?"
S10.431	to kick	ss	kick%2:35:00::	strike with the foot; "The boy kicked the dog"; "Kick the door down"
S10.440	to dance	ss	dance%2:36:00::	move in a pattern; usually to musical accompaniment; do or perform a dance; "My husband and I like to dance at home to the radio"
S10.450	to walk	ss	walk%2:38:00::	use one's feet to advance; advance by steps; "Walk, don't run!"; "We walked instead of driving"; "She walks with a slight limp"; "The patient cannot walk yet"; "Walk over to the cabinet"
S10.451	to limp	ss	limp%2:38:00::	walk impeded by some physical limitation or injury; "The old woman hobbles down to the store every day"
S10.460	to run	ss	run%2:38:00::	move fast by using one's feet, with one foot off the ground at any given time; "Don't run--you'll be out of breath"; "The children ran to the store"
S10.470	to go	ss	go%2:38:00::	change location; move, travel, or proceed, also metaphorically; "How fast does your new car go?"; "We travelled from Rome to Naples by bus"; "The policemen went from door to door looking for the suspect"; "The soldiers moved towards the city in an attempt to take it before night fell"; "news travelled fast"
S10.471	to go up	ss	go_up%2:38:10::	travel up, "We ascended the mountain"; "go up a ladder"; "The mountaineers slowly ascended the steep slope"
S10.472	to climb	ss	climb%2:38:00::	go upward with gradual or continuous progress; "Did you ever climb up the hill behind your house?"
S10.473	to go down	ss	go_down%2:38:02::	move downward and lower, but not necessarily all the way; "The temperature is going down"; "The barometer is falling"; "The curtain fell on the diva"; "Her hand went up and then fell again"
S10.474	to go out	ss	go_out%2:38:00::	move out of or depart from; "leave the room"; "the fugitive has left the country"
S10.480	to come	ss	come%2:38:04::	reach a destination; arrive by movement or progress; "She arrived home at 7 o'clock"; "She didn't get to Chicago until after midnight"
S10.481	to come back	ss	come_back%2:32:00::	go back to something earlier; "This harks back to a previous remark of his"
S10.490	to leave	ss	leave%2:38:00::	move out of or depart from; "leave the room"; "the fugitive has left the country"
S10.491	to disappear	ss	disappear%2:30:00::	get lost, as without warning or explanation; "He disappeared without a trace"
S10.510	to flee	ss	flee%2:38:00::	run away quickly; "He threw down his gun and fled"
S10.520	to follow	ss	follow%2:38:00::	to travel behind, go after, come after; "The ducklings followed their mother around the pond"; "Please follow the guide through the museum"
S10.530	to pursue	ss	pursue%2:38:00::	follow in or as if in pursuit; "The police car pursued the suspected attacker"; "Her bad deed followed her and haunted her dreams all her life"
S10.550	to arrive	ss	arrive%2:38:00::	reach a destination; arrive by movement or progress; "She arrived home at 7 o'clock"; "She didn't get to Chicago until after midnight"
S10.560	to approach	ss	approach%2:38:00::	move towards; "We were approaching our destination"; "They are drawing near"; "The enemy army came nearer and nearer"
S10.570	to enter	ss	enter%2:38:00::	to come or go into; "the boat entered an area of shallow marshes"
S10.5800	to go or return home	ss	go_home%2:38:00::	return home; "After the movie, we went home"
S10.610	to carry	ss	carry%2:35:02::	move while supporting, either in a vehicle or in one's hands or on one's body; "You must carry your camping gear"; "carry the suitcases to the car"; "This train is carrying nuclear waste"; "These pipes carry waste water into the river"
S10.620	to bring	ui	bring%2:35:00::	go or come after and bring or take back; "Get me those books over there, please"; "Could you bring the wine?"; "The dog fetched the hat"
S10.620	to bring	ui	bring%2:35:02::	be accompanied by; "Can I bring my cousin to the dinner?"
S10.620	to bring	ui	bring%2:38:00::	take something or somebody with oneself somewhere; "Bring me the box from the other room"; "Take these letters to the boss"; "This brings me to the main point"
S10.630	to send	ss	send%2:32:00::	cause to be directed or transmitted to another place; "send me your latest results"; "I'll mail you the paper when it's written"
S10.640	to lead	ss	lead%2:38:01::	take somebody somewhere; "We lead him to our chief"; "can you take me to the main entrance?"; "He conducted us to the palace"
S10.650	to drive	ss	drive%2:38:01::	operate or control a vehicle; "drive a car or bus"; "Can you drive this four-wheel truck?"
S10.660	to ride	ss	ride%2:38:01::	sit and travel on the back of animal, usually while controlling its motions; "She never sat a horse!"; "Did you ever ride a camel?"; "The girl liked to drive the young mare"
S10.670	to push	ss	push%2:38:00::	move with force, "He pushed the table into a corner"
S10.710	the road	ss	road%1:06:00::	an open way (generally public) for travel or transportation
S10.720	the path	ss	path%1:06:00::	a way especially designed for a particular use
S10.740	the bridge	ss	bridge%1:06:00::	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
S10.750	the cart or wagon	ui	cart%1:06:00::	a heavy open wagon usually having two wheels and drawn by an animal
S10.750	the cart or wagon	ui	wagon%1:06:00::	any of various kinds of wheeled vehicles drawn by an animal or a tractor
S10.760	the wheel	ss	wheel%1:06:00::	a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
S10.770	the axle	ss	axle%1:06:00::	a shaft on which a wheel rotates
S10.780	the yoke	ui	yoke%1:06:00::	stable gear that joins two draft animals at the neck so they can work together as a team
S10.780	the yoke	ui	yoke%1:06:03::	support consisting of a wooden frame across the shoulders that enables a person to carry buckets hanging from each end
S10.7900	the sledge/sled	ui	sledge%1:06:01::	a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow
S10.7900	the sledge/sled	ui	sled%1:06:00::	a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow
S10.810	the ship	ss	ship%1:06:00::	a vessel that carries passengers or freight
S10.830	the boat	ss	boat%1:06:00::	a small vessel for travel on water
S10.831	the canoe	ss	canoe%1:06:00::	small and light boat; pointed at both ends; propelled with a paddle
S10.832	the outrigger	ss	outrigger%1:06:00::	a stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull
S10.840	the raft	ss	raft%1:06:00::	a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers
S10.850	the oar	ss	oar%1:06:00::	an implement used to propel or steer a boat
S10.851	the paddle	ss	paddle%1:06:00::	a short light oar used without an oarlock to propel a canoe or small boat
S10.852	to row	ss	row%2:38:00::	propel with oars; "row the boat across the lake"
S10.860	the rudder	ss	rudder%1:06:00::	(nautical) steering mechanism consisting of a hinged vertical plate mounted at the stern of a vessel
S10.870	the mast	ss	mast%1:06:00::	a vertical spar for supporting sails
S10.880	the sail	ss	sail%1:06:00::	a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel
S10.890	the anchor	ss	anchor%1:06:00::	a mechanical device that prevents a vessel from moving
S10.910	the port	ss	port%1:15:00::	a place (seaport or airport) where people and merchandise can enter or leave a country
S10.920	to land	ss	land%2:38:02::	arrive on shore; "The ship landed in Pearl Harbor"
S11.110	to have	ss	have%2:40:00::	have or possess, either in a concrete or an abstract sense; "She has $1,000 in the bank"; "He has got two beautiful daughters"; "She holds a Master's degree from Harvard"
S11.120	to own	ss	own%2:40:00::	have ownership or possession of; "He owns three houses in Florida"; "How many cars does she have?"
S11.130	to take	ss	take%2:35:00::	get into one's hands, take physically; "Take a cookie!"; "Can you take this bag, please"
S11.140	to grasp	ss	grasp%2:35:00::	hold firmly
S11.150	to hold	ss	hold%2:35:00::	have or hold in one's hands or grip; "Hold this bowl for a moment, please"; "A crazy idea took hold of him"
S11.160	to get	ss	get%2:40:00::	come into the possession of something concrete or abstract; "She got a lot of paintings from her uncle"; "They acquired a new pet"; "Get your results the next day"; "Get permission to take a few days off from work"
S11.170	to keep	ss	keep%2:40:00::	retain possession of; "Can I keep my old stuffed animals?"; "She kept her maiden name after she married"
S11.180	the thing	ss	thing%1:03:00::	a separate and self-contained entity
S11.210	to give	ss	give%2:40:00::	transfer possession of something concrete or abstract to somebody; "I gave her my money"; "can you give me lessons?"; "She gave the children lots of love and tender loving care"
S11.220	to give back	ss	give_back%2:40:00::	pay back; "Please refund me my money"
S11.240	to preserve	ss	preserve%2:40:00::	keep in safety and protect from harm, decay, loss, or destruction; "We preserve these archeological findings"; "The old lady could not keep up the building"; "children must be taught to conserve our national heritage"; "The museum curator conserved the ancient manuscripts"
S11.250	to rescue	ss	rescue%2:41:00::	free from harm or evil
S11.270	to destroy	ss	destroy%2:35:00::	destroy%2:36:00::	do away with, cause the destruction or undoing of; "The fire destroyed the house"
S11.280	to injure	ss	injure%2:29:00::	cause injuries or bodily harm to
S11.2900	to damage	ss	damage%2:30:00::	inflict damage upon; "The snow damaged the roof"; "She damaged the car when she hit the tree"
S11.310	to look for	ss	look_for%2:35:00::	try to locate or discover, or try to establish the existence of; "The police are searching for clues"; "They are searching for the missing man in the entire county"
S11.320	to find	ss	find%2:40:00::	come upon after searching; find the location of something that was missed or lost; "Did you find your glasses?"; "I cannot find my gloves!"
S11.330	to lose	ss	lose%2:40:01::	miss from one's possessions; lose sight of; "I've lost my glasses again!"
S11.340	to let go	ss	let_go%2:35:00::	release, as from one's grip; "Let go of the door handle, please!"; "relinquish your grip on the rope--you won't fall"
S11.430	the money	ss	money%1:21:00::	the most common medium of exchange; functions as legal tender; "we tried to collect the money he owed us"
S11.440	the coin	ss	coin%1:21:02::	a flat metal piece (usually a disc) used as money
S11.510	rich	ss	rich%3:00:00::	possessing material wealth; "her father is extremely rich"; "many fond hopes are pinned on rich uncles"
S11.520	poor	ss	poor%3:00:00::	having little money or few possessions; "deplored the gap between rich and poor countries"; "the proverbial poor artist living in a garret"
S11.530	the beggar	ss	beggar%1:18:00::	a pauper who lives by begging
S11.540	stingy	ss	stingy%3:00:00::	unwilling to spend; "she practices economy without being stingy"; "an ungenerous response to the appeal for funds"
S11.610	to lend	ss	lend%2:40:00::	give temporarily; let have for a limited time; "I will lend you my car"; "loan me some money"
S11.620	to borrow	ss	borrow%2:40:00::	get temporarily; "May I borrow your lawn mower?"
S11.630	to owe	ss	owe%2:40:00::	be in debt; "She owes me $200"; "I still owe for the car"; "The thesis owes much to his adviser"
S11.640	the debt	ss	debt%1:21:00::	money or goods or services owed by one person to another
S11.650	to pay	ss	pay%2:40:00::	give money, usually in exchange for goods or services; "I paid four dollars for this sandwich"; "Pay the waitress, please"
S11.660	the bill	ss	bill%1:10:01::	an itemized statement of money owed for goods shipped or services rendered; "he paid his bill and left"; "send me an account of what I owe"
S11.690	the tax	ss	tax%1:21:00::	charge against a citizen's person or property or activity for the support of government
S11.770	to hire	ss	hire%2:41:00::	engage or hire for work; "They hired two new secretaries in the department"; "How many people has she employed?"
S11.780	the wages	ss	wages%1:11:00::	a recompense for worthy acts or retribution for wrongdoing; "the wages of sin is death"; "virtue is its own reward"
S11.790	to earn	ss	earn%2:40:01::	earn on some commercial or business transaction; earn as salary or wages; "How much do you make a month in your new job?"; "She earns a lot in her new job"; "this merger brought in lots of money"; "He clears $5,000 each month"
S11.810	to buy	ss	buy%2:40:00::	obtain by purchase; acquire by means of a financial transaction; "The family purchased a new car"; "The conglomerate acquired a new company"; "She buys for the big department store"
S11.820	to sell	ss	sell%2:40:00::	exchange or deliver for money or its equivalent; "He sold his house in January"; "She sells her body to survive and support her drug habit"
S11.830	to trade or barter	ui	trade%2:40:02::	exchange or give (something) in exchange for
S11.830	to trade or barter	ui	barter%2:40:00::	exchange goods without involving money
S11.840	the merchant	ss	merchant%1:18:00::	a businessperson engaged in retail trade
S11.850	the market	ss	market%1:06:01::	an area in a town where a public mercantile establishment is set up
S11.860	the shop/store	ui	shop%1:06:00::	a mercantile establishment for the retail sale of goods or services; "he bought it at a shop on Cape Cod"
S11.860	the shop/store	ui	store%1:06:00::	a mercantile establishment for the retail sale of goods or services; "he bought it at a shop on Cape Cod"
S11.870	the price	ss	price%1:21:00::	the amount of money needed to purchase something; "the price of gasoline"; "he got his new car on excellent terms"; "how much is the damage?"
S11.880	expensive	ss	expensive%3:00:00::	high in price or charging high prices; "expensive clothes"; "an expensive shop"
S11.890	cheap	ss	cheap%3:00:00::	relatively low in price or charging low prices; "it would have been cheap at twice the price"; "inexpensive family restaurants"
S11.910	to share	ss	share%2:40:01::	have, give, or receive a share of; "We shared the cake"
S11.920	to weigh	ss	weigh%2:42:01::	have a certain weight
S12.0300	down	ss	down%4:02:00::	spatially or metaphorically from a higher to a lower level or position; "don't fall down"; "rode the lift up and skied down"; "prices plunged downward"
S12.0800	up	ss	up%4:02:00::	spatially or metaphorically from a lower to a higher position; "look up!"; "the music surged up"; "the fragments flew upwards"; "prices soared upwards"; "upwardly mobile"
S12.110	the place	ss	place%1:15:05::	the particular portion of space occupied by something; "he put the lamp back in its place"
S12.120	to put	ss	put%2:35:00::	put into a certain place or abstract location; "Put your things here"; "Set the tray down"; "Set the dogs on the scent of the missing children"; "Place emphasis on a certain point"
S12.130	to sit	ui	sit%2:35:00::	be seated
S12.130	to sit	ui	sit%2:38:00::	take a seat
S12.140	to lie down	ss	lie_down%2:38:00::	assume a reclining position; "lie down on the bed until you feel better"
S12.150	to stand	ss	stand%2:35:00::	be standing; be upright; "We had to stand for the entire performance!"
S12.160	to remain	ss	remain%2:42:03::	continue in a place, position, or situation; "After graduation, she stayed on in Cambridge as a student adviser"; "Stay with me, please"; "despite student protests, he remained Dean for another year"; "She continued as deputy mayor for another year"
S12.170	the remains	ui	remains%1:17:00::	any object that is left unused or still extant; "I threw out the remains of my dinner"
S12.170	the remains	ui	rest%1:24:00::	something left after other parts have been taken away; "there was no remainder"; "he threw away the rest"; "he took what he wanted and I got the balance"
S12.210	to gather	ss	gather%2:35:00::	assemble or get together; "gather some stones"; "pull your thoughts together"
S12.212	to pick up	ss	pick_up%2:35:01::	take up by hand; "He picked up the book and started to read"
S12.213	to pile up	ss	pile_up%2:35:00::	arrange into piles or stacks; "She piled up her books in my living room"
S12.220	to join	ss	join%2:35:01::	cause to become joined or linked; "join these two parts so that they fit together"
S12.230	to separate	ss	separate%2:35:01::	force, take, or pull apart; "He separated the fighting children"; "Moses parted the Red Sea"
S12.232	to divide	ss	divide%2:41:00::	separate into parts or portions; "divide the cake into three equal parts"; "The British carved up the Ottoman Empire after World War I"
S12.240	to open	ss	open%2:35:00::	cause to open or to become open; "Mary opened the car door"
S12.250	to shut	ss	shut%2:35:00::	move so that an opening or passage is obstructed; make shut; "Close the door"; "shut the window"
S12.260	to cover	ss	cover%2:35:00::	provide with a covering or cause to be covered; "cover her face with a handkerchief"; "cover the child with a blanket"; "cover the grave with flowers"
S12.270	to hide	ss	hide%2:39:00::	prevent from being seen or discovered; "Muslim women hide their faces"; "hide the money"
S12.310	high	ui	high%3:00:01::	(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high'); "a high mountain"; "high ceilings"; "high buildings"; "a high forehead"; "a high incline"; "a foot high"
S12.310	high	ui	high%4:02:00::	high%4:02:02::	in or to a high position, amount, or degree; "prices have gone up far too high"
S12.320	low	ui	low%3:00:01::	literal meanings; being at or having a relatively small elevation or upward extension; "low ceilings"; "low clouds"; "low hills"; "the sun is low"; "low furniture"; "a low bow"
S12.320	low	ui	low%4:02:00::	in a low position; near the ground; "the branches hung low"
S12.330	the top	ss	top%1:15:02::	the top or extreme point of something (usually a mountain or hill); "the view from the peak was magnificent"; "they clambered to the tip of Monadnock"; "the region is a few molecules wide at the summit"
S12.340	the bottom	ss	bottom%1:15:01::	the lowest part of anything; "they started at the bottom of the hill"
S12.350	the end(1)	ss	end%1:15:01::	a boundary marking the extremities of something; "the end of town"
S12.352	pointed	ss	pointed%3:00:00::	having a point
S12.353	the edge	ui	edge%1:06:00::	a sharp side formed by the intersection of two surfaces of an object; "he rounded the edges of the box"
S12.353	the edge	ui	edge%1:06:01::	the outside limit of an object or area or surface; a place farthest away from the center of something; "the edge of the leaf is wavy"; "she sat on the edge of the bed"; "the water's edge"
S12.360	the side	ui	side%1:06:00::	an extended outer surface of an object; "he turned the box over to examine the bottom side"; "they painted all four sides of the house"
S12.360	the side	ui	side%1:15:02::	a place within a region identified relative to a center or reference location; "they always sat on the right side of the church"; "he never left my side"
S12.370	the middle	ss	middle%1:15:00::	an area that is approximately central within some larger region; "it is in the center of town"; "they ran forward into the heart of the struggle"; "they were in the eye of the storm"
S12.410	right(1)	ui	right%3:00:00::	being or located on or directed toward the side of the body to the east when facing north; "my right hand"; "right center field"; "a right-hand turn"; "the right bank of a river is the bank on your right side when you are facing downstream"
S12.410	right(1)	ui	right%4:02:03::	toward or on the right; also used figuratively; "he looked right and left"; "the party has moved right"
S12.420	left	ui	left%3:00:00::	being or located on or directed toward the side of the body to the west when facing north; "my left hand"; "left center field"; "the left bank of a river is bank on your left side when you are facing downstream"
S12.420	left	ui	left%4:02:03::	toward or on the left; also used figuratively; "he looked right and left"; "the political party has moved left"
S12.430	near	ss	near%4:02:01::	near in time or place or relationship; "as the wedding day drew near"; "stood near the door"; "don't shoot until they come near"; "getting near to the true explanation"; "her mother is always near"; "The end draws nigh"; "the bullet didn't come close"; "don't get too close to the fire"
S12.440	far	ss	far%4:02:00::	at or to or from a great distance in space; "he traveled far"; "strayed far from home"; "sat far away from each other"
S12.450	the east	ss	east%1:24:00::	the cardinal compass point that is at 90 degrees
S12.460	the west	ss	west%1:24:00::	the cardinal compass point that is a 270 degrees
S12.470	the north	ss	north%1:24:00::	the cardinal compass point that is at 0 or 360 degrees
S12.480	the south	ss	south%1:24:00::	the cardinal compass point that is at 180 degrees
S12.530	to grow	ss	grow%2:30:02::	increase in size by natural process; "Corn doesn't grow here"; "In these forests, mushrooms grow under the trees"; "her hair doesn't grow much anymore"
S12.540	to measure	ss	measure%2:31:00::	determine the measurements of something or somebody, take measurements of; "Measure the length of the wall"
S12.541	the fathom	ss	fathom%1:23:01::	a linear unit of measurement (equal to 6 feet) for water depth
S12.550	big	ss	big%3:00:01::	above average in size or number or quantity or magnitude or extent; "a large city"; "set out for the big city"; "a large sum"; "a big (or large) barn"; "a large family"; "big businesses"; "a big expenditure"; "a large number of newspapers"; "a big group of scientists"; "large areas of the world"
S12.560	small	ss	small%3:00:00::	limited or below average in number or quantity or magnitude or extent; "a little dining room"; "a little house"; "a small car"; "a little (or small) group"
S12.570	long	ss	long%3:00:01::	primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified; "a long road"; "a long distance"; "contained many long words"; "ten miles long"
S12.580	tall	ss	tall%3:00:00::	great in vertical dimension; high in stature; "tall people"; "tall buildings"; "tall trees"; "tall ships"
S12.590	short	ss	short%3:00:01::	(primarily spatial sense) having little length or lacking in length; "short skirts"; "short hair"; "the board was a foot short"; "a short toss"
S12.610	wide	ss	wide%3:00:00::	having great (or a certain) extent from one side to the other; "wide roads"; "a wide necktie"; "wide margins"; "three feet wide"; "a river two miles broad"; "broad shoulders"; "a broad river"
S12.620	narrow	ss	narrow%3:00:00::	not wide; "a narrow bridge"; "a narrow line across the page"
S12.630	thick	ss	thick%3:00:01::	not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions; "an inch thick"; "a thick board"; "a thick sandwich"; "spread a thick layer of butter"; "thick coating of dust"; "thick warm blankets"
S12.650	thin	ss	thin%3:00:01::	of relatively small extent from one surface to the opposite or in cross section; "thin wire"; "a thin chiffon blouse"; "a thin book"; "a thin layer of paint"
S12.670	deep	ss	deep%3:00:01::	having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination; "a deep well"; "a deep dive"; "deep water"; "a deep casserole"; "a deep gash"; "deep massage"; "deep pressure receptors in muscles"; "deep shelves"; "a deep closet"; "surrounded by a deep yard"; "hit the ball to deep center field"; "in deep space"; "waist-deep"
S12.680	shallow	ss	shallow%3:00:01::	lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center; "shallow water"; "a shallow dish"; "a shallow cut"; "a shallow closet"; "established a shallow beachhead"; "hit the ball to shallow left field"
S12.710	flat	ss	flat%5:00:00:even:01	having a surface without slope, tilt in which no part is higher or lower than another; "a flat desk"; "acres of level farmland"; "a plane surface"; "skirts sewn with fine flat seams"
S12.730	straight	ss	straight%3:00:01::	having no deviations; "straight lines"; "straight roads across the desert"; "straight teeth"; "straight shoulders"
S12.740	crooked	ss	crooked%3:00:01::	having or marked by bends or angles; not straight or aligned; "crooked country roads"; "crooked teeth"
S12.750	the hook	ss	hook%1:06:00::	a curved or bent implement for suspending or pulling something
S12.760	the corner	ui	corner%1:06:01::	(architecture) solid exterior angle of a building; especially one formed by a cornerstone
S12.760	the corner	ui	corner%1:06:02::	an interior angle formed by two meeting walls; "a piano was in one corner of the room"
S12.770	the cross	ui	cross%1:06:01::	a wooden structure consisting of an upright post with a transverse piece
S12.770	the cross	ui	cross%1:07:00::	a marking that consists of lines that cross each other
S12.780	the square	ui	square%1:06:01::	any artifact having a shape similar to a plane geometric figure with four equal sides and four right angles; "a checkerboard has 64 squares"
S12.780	the square	ui	square%1:25:01::	something approximating the shape of a square
S12.810	round	ss	round%3:00:00::	having a circular shape
S12.820	the circle	ss	circle%1:25:01::	something approximating the shape of a circle; "the chairs were arranged in a circle"
S12.830	the ball	ss	ball%1:25:00::	an object with a spherical shape; "a ball of fire"
S12.840	the line	ui	line%1:10:01::	a mark that is long relative to its width; "He drew a line on the chart"
S12.840	the line	ui	line%1:15:00::	a spatial location defined by a real or imaginary unidimensional extent
S12.840	the line	ui	line%1:25:00::	a length (straight or curved) without breadth or thickness; the trace of a moving point
S12.850	the hole	ss	hole%1:17:01::	an opening into or through something
S12.920	similar	ss	similar%3:00:00::	marked by correspondence or resemblance; "similar food at similar prices"; "problems similar to mine"; "they wore similar coats"
S12.930	to change	ss	change%2:30:01::	cause to change; make different; cause a transformation; "The advent of the automobile may have altered the growth pattern of the city"; "The discussion has changed my thinking about the issue"
S13.0000	zero	ss	zero%5:00:00:cardinal:00	indicating the absence of any or all units under consideration; "a zero score"
S13.0100	one	ss	one%5:00:00:cardinal:00	used of a single unit or thing; not two or more; "`ane' is Scottish"
S13.0200	two	ss	two%5:00:00:cardinal:00	being one more than one; "he received two messages"
S13.0300	three	ss	three%5:00:00:cardinal:00	being one more than two
S13.0400	four	ss	four%5:00:00:cardinal:00	being one more than three
S13.0500	five	ss	five%5:00:00:cardinal:00	being one more than four
S13.0600	six	ss	six%5:00:00:cardinal:00	denoting a quantity consisting of six items or units
S13.0700	seven	ss	seven%5:00:00:cardinal:00	being one more than six
S13.0800	eight	ss	eight%5:00:00:cardinal:00	being one more than seven
S13.0900	nine	ss	nine%5:00:00:cardinal:00	denoting a quantity consisting of one more than eight and one less than ten
S13.100	ten	ss	ten%5:00:00:cardinal:00	being one more than nine
S13.101	eleven	ss	eleven%5:00:00:cardinal:00	being one more than ten
S13.102	twelve	ss	twelve%5:00:00:cardinal:00	denoting a quantity consisting of 12 items or units
S13.103	fifteen	ss	fifteen%5:00:00:cardinal:00	being one more than fourteen
S13.104	twenty	ss	twenty%5:00:00:cardinal:00	denoting a quantity consisting of 20 items or units
S13.105	a hundred	ss	hundred%5:00:00:cardinal:00	being ten more than ninety
S13.106	a thousand	ss	thousand%5:00:00:cardinal:00	denoting a quantity consisting of 1,000 items or units
S13.107	to count	ss	count%2:32:00::	determine the number or amount of; "Can you count the books on your shelf?"; "Count your change"
S13.140	all	ss	all%3:00:00::	quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class; "we sat up all night"; "ate all the food"; "all men are mortal"; "all parties are welcome"
